Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000366
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;03:55:27;12:30:39;14.02.2019;Y;10;51 15.00328 N;011 25.21360 E;0.125;0.2;;248.3;15.125;16.250;34.477;1008.349;8.0;66673
$;03:55:29;12:30:41;14.02.2019;Y;10;51 15.00329 N;011 25.21357 E;0.182;0.3;;248.7;15.125;16.250;34.378;1008.349;8.0;66673
$;03:55:31;12:30:43;14.02.2019;Y;10;51 15.00335 N;011 25.21347 E;0.274;0.5;;248.9;15.125;16.250;34.256;1008.479;8.0;66673
$;03:55:33;12:30:45;14.02.2019;Y;10;51 15.00341 N;011 25.21347 E;0.081;0.1;;249.2;15.0;16.250;34.325;1008.479;8.0;66673
$;03:55:35;12:30:47;14.02.2019;Y;10;51 15.00344 N;011 25.21358 E;0.117;0.2;;249.4;15.125;16.250;34.508;1008.469;7.9;66673
$;03:55:37;12:30:49;14.02.2019;Y;10;51 15.00342 N;011 25.21365 E;0.120;0.2;;249.2;15.125;16.250;34.195;1008.440;7.9;66673
$;03:55:39;12:30:51;14.02.2019;Y;10;51 15.00339 N;011 25.21363 E;0.060;0.1;;249.1;15.125;16.250;33.928;1008.309;8.0;66673
$;03:55:41;12:30:53;14.02.2019;Y;10;51 15.00341 N;011 25.21370 E;0.158;0.2;;249.3;15.0;16.250;33.737;1008.390;8.0;66673
$;03:55:43;12:30:55;14.02.2019;Y;10;51 15.00344 N;011 25.21378 E;0.040;0.0;;249.3;15.125;16.250;33.577;1008.380;8.0;66673
$;03:55:45;12:30:57;14.02.2019;Y;10;51 15.00335 N;011 25.21373 E;0.141;0.2;;249.0;15.125;16.250;33.592;1008.450;8.0;66673
$;03:55:47;12:30:59;14.02.2019;Y;10;51 15.00333 N;011 25.21375 E;0.121;0.2;;248.9;15.125;16.250;33.669;1008.380;8.0;66673
$;03:55:49;12:31:01;14.02.2019;Y;10;51 15.00336 N;011 25.21373 E;0.039;0.0;;249.0;15.250;16.250;33.844;1008.400;8.0;66673
$;03:55:51;12:31:03;14.02.2019;Y;10;51 15.00339 N;011 25.21377 E;0.150;0.2;;249.1;15.250;16.250;33.974;1008.369;8.0;66673
$;03:55:53;12:31:05;14.02.2019;Y;10;51 15.00342 N;011 25.21395 E;0.265;0.4;;249.3;15.250;16.250;33.966;1008.520;8.0;66673
$;03:55:55;12:31:07;14.02.2019;Y;10;51 15.00349 N;011 25.21402 E;0.149;0.2;;249.5;15.375;16.250;33.493;1008.340;7.9;66673
$;03:55:57;12:31:09;14.02.2019;Y;10;51 15.00350 N;011 25.21396 E;0.108;0.2;;249.3;15.375;16.250;33.150;1008.340;8.0;66673
$;03:55:59;12:31:11;14.02.2019;Y;10;51 15.00352 N;011 25.21397 E;0.059;0.1;;249.4;15.375;16.250;32.921;1008.500;8.0;66673
$;03:56:01;12:31:13;14.02.2019;Y;10;51 15.00350 N;011 25.21395 E;0.176;0.3;;249.4;15.250;16.125;32.700;1008.419;8.0;66673
$;03:56:03;12:31:15;14.02.2019;Y;10;51 15.00346 N;011 25.21387 E;0.235;0.4;;249.4;15.250;16.250;32.700;1008.440;8.0;66673
$;03:56:05;12:31:17;14.02.2019;Y;10;51 15.00346 N;011 25.21386 E;0.239;0.4;;249.2;15.250;16.125;32.700;1008.429;8.0;66673
$;03:56:07;12:31:19;14.02.2019;Y;10;51 15.00339 N;011 25.21382 E;0.103;0.1;;249.0;15.375;16.125;32.677;1008.309;8.0;66673
$;03:56:09;12:31:21;14.02.2019;Y;10;51 15.00332 N;011 25.21377 E;0.245;0.4;;249.0;15.250;16.250;32.722;1008.299;8.0;66673
$;03:56:11;12:31:23;14.02.2019;Y;10;51 15.00335 N;011 25.21381 E;0.151;0.2;;249.0;15.250;16.125;32.829;1008.359;8.0;66673
$;03:56:13;12:31:25;14.02.2019;Y;10;51 15.00332 N;011 25.21384 E;0.286;0.5;;249.0;15.375;16.125;32.959;1008.419;8.0;66673
$;03:56:15;12:31:27;14.02.2019;Y;10;51 15.00327 N;011 25.21377 E;0.038;0.0;;249.0;15.375;16.0;32.600;1008.429;8.0;66673
$;03:56:17;12:31:29;14.02.2019;Y;10;51 15.00330 N;011 25.21376 E;0.043;0.0;;248.9;15.500;16.125;32.661;1008.580;8.0;66673
$;03:56:19;12:31:31;14.02.2019;Y;10;51 15.00335 N;011 25.21378 E;0.062;0.1;;249.1;15.375;16.125;32.753;1008.409;8.0;66673
$;03:56:21;12:31:33;14.02.2019;Y;10;51 15.00339 N;011 25.21381 E;0.048;0.0;;249.2;15.500;16.125;32.936;1008.419;8.0;66673
$;03:56:23;12:31:35;14.02.2019;Y;10;51 15.00346 N;011 25.21382 E;0.092;0.1;;249.3;15.375;16.125;33.264;1008.460;8.0;66673
$;03:56:25;12:31:37;14.02.2019;Y;10;51 15.00348 N;011 25.21377 E;0.065;0.1;;249.3;15.500;16.125;33.493;1008.460;8.0;66673
$;03:56:27;12:31:39;14.02.2019;Y;10;51 15.00345 N;011 25.21376 E;0.071;0.1;;249.2;15.500;16.125;33.646;1008.239;8.0;66673
$;03:56:29;12:31:41;14.02.2019;Y;10;51 15.00344 N;011 25.21371 E;0.087;0.1;;249.0;15.500;16.0;33.989;1008.390;8.0;66673
$;03:56:31;12:31:43;14.02.2019;Y;10;51 15.00341 N;011 25.21372 E;0.143;0.2;;249.0;15.500;16.0;33.379;1008.369;8.0;66673
$;03:56:33;12:31:45;14.02.2019;Y;10;51 15.00340 N;011 25.21379 E;0.141;0.2;;249.0;15.500;16.0;33.96;1008.380;8.0;66673
$;03:56:35;12:31:47;14.02.2019;Y;10;51 15.00347 N;011 25.21385 E;0.073;0.1;;249.0;15.375;16.0;33.165;1008.419;8.0;66673
$;03:56:37;12:31:49;14.02.2019;Y;10;51 15.00351 N;011 25.21396 E;0.097;0.1;;249.3;15.500;16.125;33.646;1008.520;8.0;66673
$;03:56:39;12:31:51;14.02.2019;Y;10;51 15.00338 N;011 25.21391 E;0.214;0.3;;249.3;15.625;15.875;33.844;1008.419;8.0;66673
$;03:56:41;12:31:53;14.02.2019;Y;10;51 15.00341 N;011 25.21388 E;0.080;0.1;;249.2;15.500;16.0;33.882;1008.359;8.0;66673
$;03:56:43;12:31:55;14.02.2019;Y;10;51 15.00337 N;011 25.21390 E;0.018;0.0;;249.3;15.500;16.0;33.714;1008.409;8.0;66673
$;03:56:45;12:31:57;14.02.2019;Y;10;51 15.00338 N;011 25.21389 E;0.160;0.2;;249.3;15.500;16.125;33.531;1008.539;8.0;66673
$;03:56:47;12:31:59;14.02.2019;Y;10;51 15.00335 N;011 25.21387 E;0.246;0.4;;249.3;15.625;16.0;33.417;1008.309;8.0;66673
$;03:56:49;12:32:01;14.02.2019;Y;10;51 15.00339 N;011 25.21385 E;0.049;0.0;;249.1;15.625;16.125;33.241;1008.369;8.0;66673
$;03:56:51;12:32:03;14.02.2019;Y;10;51 15.00336 N;011 25.21381 E;0.212;0.3;;249.0;15.500;16.0;33.81;1008.450;8.0;66673
$;03:56:53;12:32:05;14.02.2019;Y;10;51 15.00335 N;011 25.21385 E;0.083;0.1;;248.9;15.625;16.125;33.264;1008.460;8.0;66673
$;03:56:55;12:32:07;14.02.2019;Y;10;51 15.00338 N;011 25.21380 E;0.044;0.0;;248.6;15.625;16.0;33.432;1008.359;8.0;66673
$;03:56:57;12:32:09;14.02.2019;Y;10;51 15.00335 N;011 25.21374 E;0.027;0.0;;248.6;15.625;16.125;33.592;1008.340;8.0;66673
$;03:56:59;12:32:11;14.02.2019;Y;10;51 15.00337 N;011 25.21368 E;0.057;0.1;;248.5;15.625;16.125;33.768;1008.369;8.0;66673
$;03:57:01;12:32:13;14.02.2019;Y;10;51 15.00334 N;011 25.21367 E;0.020;0.0;;248.2;15.625;16.0;33.867;1008.450;8.0;66673
