Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000366
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;01:24:43;09:59:55;14.02.2019;Y;10;52 04.31819 N;009 51.47293 E;42.103;77.9;161.10;11367.7;0.125;-43.625;2.144;219.119;8.3;66673
$;01:24:45;09:59:57;14.02.2019;Y;10;52 04.29154 N;009 51.47957 E;51.836;96.0;179.03;11376.4;0.125;-43.500;0.572;218.770;8.3;66673
$;01:24:47;09:59:59;14.02.2019;Y;10;52 04.26449 N;009 51.47647 E;45.144;83.6;185.74;11384.6;0.0;-44.0;0.519;218.360;8.3;66673
$;01:24:49;10:00:01;14.02.2019;Y;10;52 04.24157 N;009 51.47941 E;41.594;77.0;165.40;11394.9;0.125;-44.125;0.504;218.50;8.3;66673
$;01:24:51;10:00:03;14.02.2019;Y;10;52 04.21871 N;009 51.49149 E;44.252;81.9;163.89;11406.2;0.0;-44.250;0.100;217.699;8.3;66673
$;01:24:53;10:00:05;14.02.2019;Y;10;52 04.19620 N;009 51.49561 E;38.745;71.7;181.83;11415.4;0.0;-44.500;1.465;217.589;8.3;66673
$;01:24:55;10:00:07;14.02.2019;Y;09;52 04.17490 N;009 51.49470 E;39.986;74.0;176.65;11424.2;0.0;-44.250;1.869;217.130;8.3;66673
$;01:24:57;10:00:09;14.02.2019;Y;09;52 04.15020 N;009 51.50297 E;50.540;93.6;163.94;11432.3;-0.125;-44.0;2.647;217.39;8.3;66673
$;01:24:59;10:00:11;14.02.2019;Y;10;52 04.12351 N;009 51.51239 E;46.606;86.3;172.65;11440.4;0.0;-44.0;1.404;216.589;8.3;66673
$;01:25:01;10:00:13;14.02.2019;Y;10;52 04.10037 N;009 51.51184 E;39.408;72.9;187.15;11447.6;0.0;-44.375;0.580;216.279;8.3;66673
$;01:25:03;10:00:15;14.02.2019;Y;09;52 04.07768 N;009 51.51032 E;43.625;80.7;175.44;11456.4;-0.125;-44.750;0.572;216.29;8.3;66673
$;01:25:05;10:00:17;14.02.2019;Y;10;52 04.05204 N;009 51.52023 E;50.659;93.8;162.24;11464.9;-0.125;-45.125;0.633;215.699;8.3;66673
$;01:25:07;10:00:19;14.02.2019;Y;09;52 04.02785 N;009 51.52997 E;39.832;73.7;172.45;11476.0;-0.125;-45.250;1.183;215.479;8.3;66673
$;01:25:09;10:00:21;14.02.2019;Y;09;52 04.00663 N;009 51.52958 E;40.796;75.5;185.20;11485.9;-0.250;-45.0;2.403;214.960;8.3;66673
$;01:25:11;10:00:23;14.02.2019;Y;10;52 03.98039 N;009 51.53178 E;52.951;98.0;170.32;11497.0;-0.125;-45.125;0.702;214.649;8.3;66673
$;01:25:13;10:00:25;14.02.2019;Y;08;52 03.95345 N;009 51.54588 E;46.880;86.8;156.72;11507.3;-0.125;-45.375;2.296;214.350;8.3;66673
$;01:25:15;10:00:27;14.02.2019;Y;09;52 03.93415 N;009 51.55689 E;30.797;57.0;169.18;11517.3;-0.250;-45.250;2.541;213.970;8.3;66673
$;01:25:17;10:00:29;14.02.2019;Y;09;52 03.91446 N;009 51.55559 E;43.756;81.0;186.65;11527.0;-0.250;-45.125;0.824;213.479;8.3;66673
$;01:25:19;10:00:31;14.02.2019;Y;10;52 03.88587 N;009 51.55727 E;56.031;103.7;169.69;11537.4;-0.250;-45.500;1.83;213.339;8.3;66673
$;01:25:21;10:00:33;14.02.2019;Y;10;52 03.85892 N;009 51.57407 E;46.668;86.4;149.84;11547.6;-0.375;-45.500;3.670;212.729;8.3;66673
$;01:25:23;10:00:35;14.02.2019;Y;10;52 03.83963 N;009 51.58733 E;34.419;63.7;170.27;11558.3;-0.375;-45.375;2.899;212.470;8.3;66673
$;01:25:25;10:00:37;14.02.2019;Y;10;52 03.81608 N;009 51.58685 E;50.977;94.4;181.72;11566.6;-0.500;-45.125;3.29;212.330;8.3;66673
$;01:25:27;10:00:39;14.02.2019;Y;09;52 03.78743 N;009 51.59602 E;53.185;98.4;158.74;11576.5;-0.375;-45.375;4.158;211.880;8.3;66673
$;01:25:29;10:00:41;14.02.2019;Y;10;52 03.76455 N;009 51.61518 E;41.079;76.0;151.79;11585.0;-0.500;-45.250;3.563;211.470;8.3;66673
$;01:25:31;10:00:43;14.02.2019;Y;10;52 03.74252 N;009 51.62427 E;45.060;83.4;175.00;11594.2;-0.500;-44.875;2.632;211.199;8.3;66673
$;01:25:33;10:00:45;14.02.2019;Y;10;52 03.71320 N;009 51.62867 E;57.886;107.2;171.45;11603.0;-0.375;-44.625;3.723;210.820;8.3;66673
$;01:25:35;10:00:47;14.02.2019;Y;10;52 03.68296 N;009 51.64242 E;54.525;100.9;159.03;11611.9;-0.500;-44.750;4.684;210.550;8.3;66673
$;01:25:37;10:00:49;14.02.2019;Y;10;52 03.65715 N;009 51.65717 E;45.636;84.5;164.32;11619.0;-0.625;-44.625;3.616;210.240;8.3;66673
$;01:25:39;10:00:51;14.02.2019;Y;10;52 03.63275 N;009 51.66266 E;45.156;83.6;177.54;11625.7;-0.625;-44.750;2.518;209.860;8.3;66673
$;01:25:41;10:00:53;14.02.2019;Y;10;52 03.60653 N;009 51.66787 E;48.650;90.0;166.85;11636.9;-0.625;-44.500;3.906;209.460;8.3;66673
$;01:25:43;10:00:55;14.02.2019;Y;10;52 03.58220 N;009 51.68335 E;45.065;83.4;152.02;11645.5;-0.625;-44.375;3.960;209.179;8.3;66673
$;01:25:45;10:00:57;14.02.2019;Y;10;52 03.56284 N;009 51.70133 E;37.362;69.1;153.64;11654.8;-0.625;-44.500;2.7;208.770;8.3;66673
$;01:25:47;10:00:59;14.02.2019;Y;10;52 03.54235 N;009 51.71275 E;41.975;77.7;164.80;11665.8;-0.625;-44.750;2.625;208.529;8.3;66673
$;01:25:49;10:01:01;14.02.2019;Y;10;52 03.51810 N;009 51.72623 E;48.985;90.7;156.76;11675.3;-0.750;-44.500;4.112;208.199;8.3;66673
$;01:25:51;10:01:03;14.02.2019;Y;10;52 03.49234 N;009 51.74662 E;53.184;98.4;152.63;11682.5;-0.750;-44.250;4.799;207.889;8.3;66673
$;01:25:53;10:01:05;14.02.2019;Y;09;52 03.46562 N;009 51.76528 E;51.675;95.7;161.19;11690.0;-0.750;-44.125;4.692;207.619;8.3;66673
$;01:25:55;10:01:07;14.02.2019;Y;09;52 03.43885 N;009 51.77647 E;48.039;88.9;167.88;11698.8;-0.750;-43.875;4.105;207.320;8.3;66673
$;01:25:57;10:01:09;14.02.2019;Y;09;52 03.41431 N;009 51.78536 E;42.774;79.2;166.52;11705.2;-0.750;-43.875;3.342;206.940;8.3;66673
$;01:25:59;10:01:11;14.02.2019;Y;09;52 03.39142 N;009 51.79555 E;43.939;81.3;163.23;11713.4;-0.875;-43.875;2.914;206.750;8.3;66673
$;01:26:01;10:01:13;14.02.2019;Y;10;52 03.36720 N;009 51.81025 E;47.982;88.8;156.22;11720.4;-0.875;-44.0;2.678;206.580;8.3;66673
$;01:26:03;10:01:15;14.02.2019;Y;10;52 03.34330 N;009 51.82981 E;47.581;88.1;152.26;11729.2;-0.875;-44.125;2.541;206.179;8.3;66673
$;01:26:05;10:01:17;14.02.2019;Y;10;52 03.31983 N;009 51.84759 E;47.396;87.7;158.03;11741.8;-0.875;-44.250;2.495;205.789;8.3;66673
$;01:26:07;10:01:19;14.02.2019;Y;10;52 03.29326 N;009 51.86401 E;54.597;101.1;158.87;11752.4;-1.0;-44.500;2.785;205.369;8.3;66673
$;01:26:09;10:01:21;14.02.2019;Y;10;52 03.26404 N;009 51.88392 E;58.735;108.7;156.62;11760.2;-1.0;-44.750;3.860;205.330;8.3;66673
$;01:26:11;10:01:23;14.02.2019;Y;10;52 03.23575 N;009 51.90172 E;51.190;94.8;161.21;11769.6;-0.875;-44.500;5.646;204.949;8.3;66673
$;01:26:13;10:01:25;14.02.2019;Y;10;52 03.21106 N;009 51.91260 E;43.790;81.0;166.79;11777.9;-1.0;-44.125;3.891;204.610;8.3;66673
$;01:26:15;10:01:27;14.02.2019;Y;10;52 03.18549 N;009 51.92533 E;53.181;98.4;159.42;11786.7;-1.0;-43.875;3.838;204.259;8.3;66673
$;01:26:17;10:01:29;14.02.2019;Y;10;52 03.15550 N;009 51.94555 E;61.327;113.5;157.26;11793.8;-1.0;-43.750;2.945;204.20;8.3;66673
$;01:26:19;10:01:31;14.02.2019;Y;10;52 03.12622 N;009 51.96206 E;50.382;93.3;164.79;11802.7;-1.125;-44.375;3.822;203.770;8.3;66673
$;01:26:21;10:01:33;14.02.2019;Y;10;52 03.10172 N;009 51.97068 E;42.254;78.2;167.83;11809.7;-1.125;-44.250;4.746;203.550;8.2;66673
$;01:26:23;10:01:35;14.02.2019;Y;10;52 03.07898 N;009 51.98445 E;47.305;87.6;153.27;11817.2;-1.125;-44.0;2.823;203.309;8.3;66673
$;01:26:25;10:01:37;14.02.2019;Y;10;52 03.05377 N;009 52.00656 E;53.468;99.0;152.67;11823.8;-1.125;-44.250;4.311;202.929;8.3;66673
$;01:26:27;10:01:39;14.02.2019;Y;10;52 03.02717 N;009 52.02212 E;49.121;90.9;166.96;11831.5;-1.125;-44.125;3.510;202.699;8.3;66673
$;01:26:29;10:01:41;14.02.2019;Y;10;52 03.00227 N;009 52.02885 E;43.459;80.4;170.83;11839.5;-1.250;-44.375;2.914;202.610;8.3;66673
$;01:26:31;10:01:43;14.02.2019;Y;09;52 02.97886 N;009 52.04195 E;47.435;87.8;153.24;11847.8;-1.125;-44.625;2.892;202.229;8.3;66673
$;01:26:33;10:01:45;14.02.2019;Y;09;52 02.95325 N;009 52.06601 E;56.816;105.2;150.96;11857.4;-1.250;-44.875;2.930;201.839;8.3;66673
$;01:26:35;10:01:47;14.02.2019;Y;10;52 02.92523 N;009 52.08260 E;50.889;94.2;167.62;11867.6;-1.375;-45.0;4.791;201.649;8.3;66673
$;01:26:37;10:01:49;14.02.2019;Y;09;52 02.89754 N;009 52.08882 E;50.806;94.0;175.73;11876.2;-1.250;-45.125;3.555;201.419;8.3;66673
$;01:26:39;10:01:51;14.02.2019;Y;10;52 02.86958 N;009 52.10092 E;55.693;103.1;156.66;11886.4;-1.250;-45.125;2.869;201.70;8.3;66673
$;01:26:41;10:01:53;14.02.2019;Y;09;52 02.84165 N;009 52.12541 E;57.101;105.7;149.71;11893.2;-1.500;-45.250;5.417;200.899;8.3;66673
$;01:26:43;10:01:55;14.02.2019;Y;09;52 02.81452 N;009 52.14322 E;50.506;93.5;166.27;11902.3;-1.375;-45.125;5.463;200.479;8.3;66673
$;01:26:45;10:01:57;14.02.2019;Y;09;52 02.78748 N;009 52.15143 E;51.251;94.9;167.03;11910.5;-1.375;-45.0;4.120;200.220;8.3;66673
$;01:26:47;10:01:59;14.02.2019;Y;09;52 02.75985 N;009 52.16904 E;54.867;101.6;151.81;11917.9;-1.375;-45.250;2.884;200.0;8.3;66673
$;01:26:49;10:02:01;14.02.2019;Y;10;52 02.73067 N;009 52.19362 E;61.922;114.6;155.43;11925.6;-1.500;-45.375;4.684;199.759;8.3;66673
$;01:26:51;10:02:03;14.02.2019;Y;10;52 02.69923 N;009 52.20892 E;56.026;103.7;169.22;11935.9;-1.500;-45.125;3.815;199.479;8.3;66673
$;01:26:53;10:02:05;14.02.2019;Y;09;52 02.67219 N;009 52.21674 E;45.081;83.4;166.29;11947.4;-1.500;-45.125;3.136;198.880;8.3;66673
$;01:26:55;10:02:07;14.02.2019;Y;10;52 02.64795 N;009 52.23413 E;53.196;98.5;150.45;11958.3;-1.625;-45.375;2.869;198.529;8.3;66673
$;01:26:57;10:02:09;14.02.2019;Y;08;52 02.61809 N;009 52.25874 E;64.911;120.2;156.65;11966.7;-1.625;-45.625;5.280;198.440;8.3;66673
$;01:26:59;10:02:11;14.02.2019;Y;08;52 02.58471 N;009 52.27622 E;60.509;112.0;165.56;11974.8;-1.625;-45.500;4.150;198.20;8.3;66673
$;01:27:01;10:02:13;14.02.2019;Y;08;52 02.55669 N;009 52.28938 E;46.749;86.5;160.93;11981.2;-1.625;-45.500;2.846;197.860;8.3;66673
$;01:27:03;10:02:15;14.02.2019;Y;09;52 02.53343 N;009 52.30614 E;48.284;89.4;154.42;11990.7;-1.625;-45.625;2.800;197.509;8.3;66673
$;01:27:05;10:02:17;14.02.2019;Y;09;52 02.50533 N;009 52.32424 E;57.813;107.0;160.64;11999.6;-1.750;-45.875;3.120;197.240;8.3;66673
$;01:27:07;10:02:19;14.02.2019;Y;08;52 02.47465 N;009 52.33893 E;55.815;103.3;165.31;12006.6;-1.625;-45.875;5.104;197.50;8.3;66673
$;01:27:09;10:02:21;14.02.2019;Y;07;52 02.44758 N;009 52.35100 E;47.157;87.3;163.84;12014.4;-1.750;-45.750;4.700;196.830;8.3;66673
$;01:27:11;10:02:23;14.02.2019;Y;05;52 02.42097 N;009 52.36253 E;53.333;98.7;166.09;12022.4;-1.750;-45.625;2.792;196.419;8.3;66673
$;01:27:13;10:02:25;14.02.2019;Y;09;52 02.39017 N;009 52.37227 E;59.805;110.7;169.61;12032.8;-1.750;-45.875;2.846;196.190;8.3;66673
$;01:27:15;10:02:27;14.02.2019;Y;09;52 02.35978 N;009 52.38421 E;51.672;95.6;162.62;12042.2;-1.750;-45.750;5.745;196.29;8.3;66673
$;01:27:17;10:02:29;14.02.2019;Y;07;52 02.33594 N;009 52.39743 E;41.946;77.6;161.73;12051.4;-1.875;-45.750;2.907;195.630;8.3;66673
$;01:27:19;10:02:31;14.02.2019;Y;09;52 02.31211 N;009 52.40376 E;46.954;86.9;177.59;12060.9;-1.875;-45.750;3.6;195.139;8.3;66673
$;01:27:21;10:02:33;14.02.2019;Y;10;52 02.28261 N;009 52.40379 E;56.904;105.3;179.73;12071.3;-1.875;-45.625;5.623;194.759;8.3;66673
$;01:27:23;10:02:35;14.02.2019;Y;10;52 02.25253 N;009 52.40712 E;50.831;94.1;173.45;12084.6;-2.0;-45.750;3.6;194.449;8.3;66673
$;01:27:25;10:02:37;14.02.2019;Y;10;52 02.22720 N;009 52.41003 E;42.088;77.9;179.84;12093.6;-2.0;-45.875;3.6;194.50;8.3;66673
$;01:27:27;10:02:39;14.02.2019;Y;10;52 02.20290 N;009 52.40843 E;47.975;88.8;180.71;12103.2;-1.875;-46.0;3.281;193.800;8.3;66673
$;01:27:29;10:02:41;14.02.2019;Y;09;52 02.17375 N;009 52.41438 E;55.852;103.4;166.04;12112.1;-2.0;-46.0;4.860;193.720;8.3;66673
$;01:27:31;10:02:43;14.02.2019;Y;10;52 02.14638 N;009 52.42906 E;47.120;87.2;160.55;12119.8;-2.125;-45.875;4.715;193.380;8.3;66673
$;01:27:33;10:02:45;14.02.2019;Y;10;52 02.12477 N;009 52.43570 E;38.130;70.6;179.96;12127.7;-2.125;-45.875;3.563;193.130;8.3;66673
$;01:27:35;10:02:47;14.02.2019;Y;09;52 02.10031 N;009 52.43487 E;50.017;92.6;177.96;12137.1;-2.0;-46.0;3.75;192.729;8.3;66673
$;01:27:37;10:02:49;14.02.2019;Y;09;52 02.07166 N;009 52.44492 E;53.872;99.7;160.33;12145.7;-2.0;-46.0;3.98;192.630;8.3;66673
$;01:27:39;10:02:51;14.02.2019;Y;10;52 02.04774 N;009 52.45970 E;39.291;72.7;163.80;12155.6;-2.125;-46.250;3.105;192.339;8.3;66673
$;01:27:41;10:02:53;14.02.2019;Y;09;52 02.02634 N;009 52.46133 E;42.547;78.7;186.53;12163.1;-2.125;-46.500;3.52;192.29;8.3;66673
$;01:27:43;10:02:55;14.02.2019;Y;09;52 01.99927 N;009 52.46079 E;52.943;98.0;173.16;12171.4;-2.125;-46.500;3.82;191.880;8.2;66673
$;01:27:45;10:02:57;14.02.2019;Y;10;52 01.97300 N;009 52.47418 E;46.382;85.8;156.53;12179.8;-2.250;-46.750;3.98;191.729;8.3;66673
$;01:27:47;10:02:59;14.02.2019;Y;09;52 01.95096 N;009 52.48505 E;40.633;75.2;172.11;12189.2;-2.250;-46.750;3.128;191.369;8.3;66673
$;01:27:49;10:03:01;14.02.2019;Y;10;52 01.92525 N;009 52.48510 E;52.708;97.6;182.40;12196.3;-2.250;-47.125;3.632;191.59;8.3;66673
$;01:27:51;10:03:03;14.02.2019;Y;10;52 01.89552 N;009 52.48800 E;52.462;97.1;169.87;12205.5;-2.375;-46.750;6.821;190.850;8.3;66673
$;01:27:53;10:03:05;14.02.2019;Y;10;52 01.87128 N;009 52.49814 E;38.472;71.2;162.95;12211.4;-2.250;-46.750;3.189;190.770;8.3;66673
$;01:27:55;10:03:07;14.02.2019;Y;10;52 01.85157 N;009 52.50402 E;38.216;70.7;175.16;12218.7;-2.375;-47.0;3.189;190.490;8.3;66673
$;01:27:57;10:03:09;14.02.2019;Y;10;52 01.82653 N;009 52.50930 E;50.986;94.4;169.35;12226.1;-2.250;-47.0;4.463;190.270;8.3;66673
$;01:27:59;10:03:11;14.02.2019;Y;10;52 01.80001 N;009 52.52247 E;47.567;88.0;158.15;12236.5;-2.375;-46.750;6.142;189.809;8.3;66673
$;01:28:01;10:03:13;14.02.2019;Y;10;52 01.77998 N;009 52.53718 E;33.586;62.2;154.05;12244.3;-2.375;-46.750;5.249;189.710;8.3;66673
$;01:28:03;10:03:15;14.02.2019;Y;10;52 01.76291 N;009 52.54788 E;36.014;66.6;163.26;12252.5;-2.375;-46.500;4.715;189.259;8.3;66673
$;01:28:05;10:03:17;14.02.2019;Y;10;52 01.73903 N;009 52.55746 E;50.511;93.5;166.79;12259.1;-2.375;-46.625;3.746;189.169;8.3;66673
$;01:28:07;10:03:19;14.02.2019;Y;10;52 01.71259 N;009 52.56909 E;45.841;84.8;163.02;12266.7;-2.375;-46.750;4.982;188.929;8.3;66673
$;01:28:09;10:03:21;14.02.2019;Y;10;52 01.69268 N;009 52.57980 E;32.393;59.9;161.26;12274.5;-2.500;-46.750;5.478;188.660;8.3;66673
$;01:28:11;10:03:23;14.02.2019;Y;10;52 01.67497 N;009 52.58866 E;37.668;69.7;164.14;12283.7;-2.500;-46.375;5.386;188.419;8.3;66673
$;01:28:13;10:03:25;14.02.2019;Y;10;52 01.65037 N;009 52.60061 E;53.044;98.2;162.08;12291.4;-2.500;-46.500;5.898;188.149;8.3;66673
$;01:28:15;10:03:27;14.02.2019;Y;10;52 01.62389 N;009 52.61635 E;46.171;85.5;158.43;12301.6;-2.375;-46.500;4.158;187.809;8.3;66673
$;01:28:17;10:03:29;14.02.2019;Y;10;52 01.60446 N;009 52.62810 E;31.342;58.0;163.33;12309.7;-2.500;-46.750;5.196;187.570;8.3;66673
$;01:28:19;10:03:31;14.02.2019;Y;10;52 01.58479 N;009 52.63650 E;43.259;80.1;163.88;12319.7;-2.500;-46.750;5.714;187.240;8.3;66673
$;01:28:21;10:03:33;14.02.2019;Y;09;52 01.55883 N;009 52.65219 E;54.749;101.3;155.78;12327.3;-2.500;-46.750;4.334;186.990;8.3;66673
$;01:28:23;10:03:35;14.02.2019;Y;09;52 01.53543 N;009 52.67071 E;40.038;74.1;154.34;12337.1;-2.625;-47.0;4.402;186.660;8.2;66673
$;01:28:25;10:03:37;14.02.2019;Y;09;52 01.51705 N;009 52.68095 E;34.385;63.6;167.95;12344.7;-2.500;-46.875;5.859;186.520;8.3;66673
$;01:28:27;10:03:39;14.02.2019;Y;09;52 01.49383 N;009 52.68944 E;49.864;92.3;164.45;12353.3;-2.500;-46.750;5.363;186.149;8.3;66673
$;01:28:29;10:03:41;14.02.2019;Y;10;52 01.46666 N;009 52.70771 E;51.248;94.9;151.19;12362.1;-2.625;-46.875;4.532;185.979;8.3;66673
$;01:28:31;10:03:43;14.02.2019;Y;10;52 01.44691 N;009 52.72660 E;33.047;61.2;151.17;12371.9;-2.750;-47.0;4.562;185.690;8.3;66673
$;01:28:33;10:03:45;14.02.2019;Y;10;52 01.42981 N;009 52.73299 E;36.233;67.1;177.97;12381.1;-2.625;-47.125;6.142;185.440;8.3;66673
$;01:28:35;10:03:47;14.02.2019;Y;10;52 01.40419 N;009 52.73785 E;53.430;98.9;167.99;12392.6;-2.750;-47.0;4.753;185.70;8.2;66673
$;01:28:37;10:03:49;14.02.2019;Y;10;52 01.37816 N;009 52.75607 E;46.643;86.3;147.26;12406.0;-2.750;-47.125;4.662;184.520;8.2;66673
$;01:28:39;10:03:51;14.02.2019;Y;10;52 01.36164 N;009 52.77358 E;27.457;50.8;154.09;12419.7;-2.750;-47.250;4.631;184.210;8.2;66673
$;01:28:41;10:03:53;14.02.2019;Y;10;52 01.34596 N;009 52.77543 E;34.465;63.8;185.39;12433.9;-2.625;-47.375;6.599;183.759;8.2;66673
$;01:28:43;10:03:55;14.02.2019;Y;09;52 01.32455 N;009 52.77446 E;40.353;74.7;178.07;12446.8;-2.875;-47.125;7.195;183.300;8.2;66673
$;01:28:45;10:03:57;14.02.2019;Y;10;52 01.30279 N;009 52.77674 E;38.030;70.4;175.70;12455.2;-2.875;-47.0;6.386;183.130;8.2;66673
$;01:28:47;10:03:59;14.02.2019;Y;10;52 01.28307 N;009 52.77835 E;34.067;63.0;178.32;12461.5;-2.875;-46.875;5.318;182.960;8.2;66673
$;01:28:49;10:04:01;14.02.2019;Y;10;52 01.26441 N;009 52.78098 E;34.421;63.7;170.62;12467.9;-3.0;-46.875;4.814;182.720;8.2;66673
$;01:28:51;10:04:03;14.02.2019;Y;10;52 01.24403 N;009 52.78911 E;41.273;76.4;164.52;12475.4;-2.750;-46.875;4.837;182.509;8.2;66673
$;01:28:53;10:04:05;14.02.2019;Y;10;52 01.21962 N;009 52.79790 E;47.879;88.6;170.59;12482.8;-2.875;-47.0;4.890;182.229;8.2;66673
$;01:28:55;10:04:07;14.02.2019;Y;09;52 01.19431 N;009 52.80330 E;43.103;79.8;172.44;12490.3;-3.0;-46.875;7.408;181.979;8.2;66673
$;01:28:57;10:04:09;14.02.2019;Y;10;52 01.17381 N;009 52.81107 E;35.079;64.9;160.89;12496.9;-3.0;-46.625;5.325;181.929;8.2;66673
$;01:28:59;10:04:11;14.02.2019;Y;09;52 01.15450 N;009 52.82276 E;40.767;75.5;161.87;12505.8;-3.0;-46.500;5.524;181.639;8.2;66673
$;01:29:01;10:04:13;14.02.2019;Y;07;52 01.12983 N;009 52.82986 E;48.547;89.9;175.69;12512.9;-3.125;-46.375;6.599;181.350;8.2;66673
$;01:29:03;10:04:15;14.02.2019;Y;07;52 01.10414 N;009 52.83127 E;43.734;80.9;177.40;12521.0;-3.125;-46.375;5.119;181.110;8.2;66673
$;01:29:05;10:04:17;14.02.2019;Y;09;52 01.08227 N;009 52.83871 E;39.856;73.8;159.58;12527.0;-3.125;-46.375;5.150;180.949;8.2;66673
$;01:29:07;10:04:19;14.02.2019;Y;08;52 01.05996 N;009 52.85308 E;46.217;85.5;161.49;12534.4;-3.125;-46.375;5.287;180.669;8.2;66673
$;01:29:09;10:04:21;14.02.2019;Y;08;52 01.03485 N;009 52.85984 E;45.108;83.5;178.49;12541.6;-3.125;-46.375;6.783;180.550;8.2;66673
$;01:29:11;10:04:23;14.02.2019;Y;08;52 01.01278 N;009 52.85962 E;36.239;67.1;177.35;12549.4;-3.0;-46.125;7.134;180.149;8.2;66675
$;01:29:13;10:04:25;14.02.2019;Y;08;52 00.99239 N;009 52.86744 E;42.675;79.0;161.15;12556.3;-3.0;-46.125;5.219;180.9;8.2;66673
$;01:29:15;10:04:27;14.02.2019;Y;09;52 00.96692 N;009 52.87992 E;51.525;95.4;166.94;12563.1;-3.0;-46.125;8.217;179.880;8.2;66673
$;01:29:17;10:04:29;14.02.2019;Y;09;52 00.94057 N;009 52.88685 E;44.441;82.3;172.81;12570.0;-3.250;-46.0;5.325;179.660;8.2;66673
$;01:29:19;10:04:31;14.02.2019;Y;09;52 00.91940 N;009 52.89423 E;36.967;68.4;161.66;12577.6;-3.125;-46.0;5.737;179.399;8.2;66673
$;01:29:21;10:04:33;14.02.2019;Y;09;52 00.89909 N;009 52.90756 E;41.478;76.8;156.58;12584.6;-3.125;-45.875;7.50;179.149;8.2;66673
$;01:29:23;10:04:35;14.02.2019;Y;10;52 00.87658 N;009 52.91909 E;43.652;80.8;168.81;12591.2;-3.250;-45.500;7.576;178.990;8.2;66673
$;01:29:25;10:04:37;14.02.2019;Y;10;52 00.85330 N;009 52.92408 E;41.135;76.1;172.72;12598.3;-3.375;-45.375;7.378;178.779;8.2;66675
$;01:29:27;10:04:39;14.02.2019;Y;10;52 00.82965 N;009 52.93215 E;46.405;85.9;164.26;12604.9;-3.375;-45.125;7.774;178.529;8.2;66673
$;01:29:29;10:04:41;14.02.2019;Y;10;52 00.80372 N;009 52.94413 E;49.129;90.9;165.23;12612.5;-3.375;-44.750;8.987;178.169;8.2;66675
$;01:29:31;10:04:43;14.02.2019;Y;10;52 00.78034 N;009 52.95259 E;39.132;72.4;169.77;12619.5;-3.375;-44.375;8.293;177.940;8.2;66673
$;01:29:33;10:04:45;14.02.2019;Y;10;52 00.76038 N;009 52.95872 E;36.898;68.3;168.40;12627.9;-3.375;-44.0;7.675;177.800;8.2;66675
$;01:29:35;10:04:47;14.02.2019;Y;10;52 00.73714 N;009 52.96673 E;47.755;88.4;168.39;12637.9;-3.500;-44.0;7.278;177.449;8.1;66673
$;01:29:37;10:04:49;14.02.2019;Y;10;52 00.70927 N;009 52.97369 E;51.015;94.4;173.71;12647.8;-3.375;-43.875;8.575;176.979;8.2;66675
$;01:29:39;10:04:51;14.02.2019;Y;09;52 00.68462 N;009 52.97556 E;39.219;72.6;180.83;12655.6;-3.375;-43.500;8.324;176.889;8.2;66673
$;01:29:41;10:04:53;14.02.2019;Y;10;52 00.66431 N;009 52.97558 E;37.605;69.6;175.90;12664.5;-3.250;-43.125;7.744;176.619;8.2;66675
$;01:29:43;10:04:55;14.02.2019;Y;10;52 00.64028 N;009 52.98402 E;50.109;92.8;163.07;12673.5;-3.375;-43.125;6.447;176.309;8.2;66675
$;01:29:45;10:04:57;14.02.2019;Y;08;52 00.61438 N;009 52.99889 E;45.934;85.0;160.08;12686.2;-3.500;-43.0;6.149;175.809;8.2;66673
$;01:29:47;10:04:59;14.02.2019;Y;10;52 00.59527 N;009 53.00821 E;28.790;53.3;168.76;12699.5;-3.500;-43.125;6.195;175.380;8.2;66675
$;01:29:49;10:05:01;14.02.2019;Y;10;52 00.58114 N;009 53.00962 E;26.419;48.9;180.70;12712.8;-3.500;-43.250;6.104;175.139;8.2;66675
$;01:29:51;10:05:03;14.02.2019;Y;09;52 00.56365 N;009 53.01071 E;35.514;65.7;175.43;12725.6;-3.500;-43.375;8.34;174.729;8.2;66675
$;01:29:53;10:05:05;14.02.2019;Y;10;52 00.54191 N;009 53.01291 E;41.222;76.3;177.99;12736.6;-3.500;-43.0;6.111;174.449;8.2;66675
$;01:29:55;10:05:07;14.02.2019;Y;08;52 00.51974 N;009 53.01203 E;38.349;71.0;183.58;12747.5;-3.500;-43.125;6.35;174.220;8.2;66675
$;01:29:57;10:05:09;14.02.2019;Y;09;52 00.49904 N;009 53.01130 E;38.086;70.5;178.12;12757.6;-3.625;-43.250;6.310;173.880;8.2;66675
$;01:29:59;10:05:11;14.02.2019;Y;10;52 00.47662 N;009 53.01551 E;42.986;79.6;170.42;12763.4;-3.750;-43.375;8.324;173.809;8.2;66675
$;01:30:01;10:05:13;14.02.2019;Y;08;52 00.45462 N;009 53.02301 E;37.776;69.9;167.59;12770.4;-3.500;-43.125;5.997;173.570;8.2;66675
